,Text,Sentiment
436,"GNC - nice inverse head shoulder , well nice pullback support previous box-breakout",1
437,"user I hate 3 , average I end screw , good NN",-1
438,DA nice run entry ; move stop breakeven,1
439,"ed Weekly Triangle CTIC , ... .Net Profit 675.00 ( 3.88 % ) , ... gly wait 3 month",-1
440,CW Clearwire Corp arge trade put show bearish interest despite DISH bid,-1
441,APO Strong push support ( w/volume ),1
442,watch list HAO slip line I watch - volume 76 % full day ave,1
443,"The bearish thing I see week , good overall market JPM SPY ES_F",-1
444,"user bullish sell always , buy ; bearish market buy sell NX",-1
445,VOC watch list add Tuesday run 50-day EMA vol increase 86 %,1
446,ANA get breakout yest hold today. Presenting JPM conf today 6:30est,1
447,"trade idea buy ESC 25.95 , target 35.50 , cut 21.40",1
448,"SWKS decision come soon ... expect break ... ... look SI , MACD & TIX",1
449,Just small dose reality CTIC :,-1
450,"VS option trader close Feb 50C sell 12k 22k OI. Opens position Feb 55C sell 23k hard bid vs. OI 2,700",-1
451,Six year ago apple introduce iPhone world. Do remember ? aapl # sixyearsold,1
452,EW Went long EW 93.15. ooks like ready make move 98 w/breakout consolidation,1
453,EBAY basing,1
454,Short YHOO,-1
455,CHK thanks JPM upgrade,1
456,dec 6 BB & T CM initiate SSYS buy 68. wonder still buy 28 % 30 day ?,-1
457,user : SSYS EACHED SI 80 % Crash near,-1
458,SSQ pull back suspected. uckily sell near 11.20 re ( tweet ) . Watching 10.80 get bck,1
459,"user The day MA IPO I triple position 42 ( IPO price 39 ) never touch since , probably best stock move ever ...",1
460,AAP P & F bullish ...,1
461,"AAP IF support break I wo n't hesitate sell lot downside. For , : favor longs",1
462,user : eaders EAD. BAC > On side Question ... Even AAP Broken since Week. Medium Outlook look Bright .,-1
463,"Green Weekly Triangle DEPO , ... .Scaling 6.40",-1
464,"Intel tobacco stock ? ... interest read analogy ... Intel I guess , dividend tasty intc",1
465,"Green Weekly Triangle FNFG , ... .Scaling 8.22",-1
466,"FAF - ong 16.92. Trailing Stop 22.31 8 prior Stops 22.04 , 16.92 , 16.40 ... 15.17 15.10 -",1
467,"SWY - inside day - hold 50 sma , rsi hold 40 , look like counter-trend move",1
468,"Despite weakness AAP , SPY n't fill 2day 's gap - reverse mere 0.13 away. Every stock outperform AAP day",1
469,IPX Over 22.15,1
470,MY Over 28.25 28.50,1
471,XXIA Over 18.00,1
472,user SHOT YHOO TO 0 ! ! ! ! !,-1
473,"WPI - buying look counter-trend , possible bear wedge , wont happy close 2-3 day 50sma , re-evaluate",-1
474,MON - monthly - game ...,1
475,"HA EPS estimate slash squeezed stock crash land , look low 5 's",-1
476,"TSO Was long crack spread say low 30 's = Short , VO good short !",-1
477,"AAP No pain gain , stay 500 ( mostly ) high 580 go low 470",-1
478,GEOY Should trading : 41.09 share worth 1.425 share DGI ( 28.84 ) x 1.425 = 41.09 :,1
479,China FIX ing STDY,1
480,CHK Good Info user : user S & P 1470 thing rip IMO,1
481,"name like SkyPeople Fruit Juice , SP go next AAP. wait see .",1
482,"WH consolidate high , gap support immediately price. -",1
483,MT BEAV -- - set possible high price,1
484,MGM Caught ange user,-1
485,New post - I could Peter ynch 'd stock MD,1
486,FSC go ex-dividend tomorrow pay monthly 0.0958 per share next payment Jan. 31st 10.60 % yield,1
487,user 3DTradingtrader I 3.1Mio expend race offer DEPO,-1
488,VOXX user stock. Kudos friend !,1
489,"MCP Performing expect , many red flag raise one last month , many could say I tell ...",-1
490,"SWY - *WSJ : Cerberus , Supervalu Strike Deal - Sources - may put bid SWY",1
491,"SE SHOT CECO , SM , ACI , DMND , NS , GCY , BBG , EF , TM , EOC , XCO , VCCF , PQ , AXAS , PST , P , KCG , MNTA , NAV , PAC",-1
492,HPQ 16.50 call .04 !,1
493,AAP daily pop vomit motion ...,-1
494,"MCP n't catch knife , think survive define risk buy January 2015 EAP option forget till ...",-1
495,"PX - ong 9.01. Moved Trailing Stop 13.30 3 Stops 9.01 , 7.78 & 6.55 -",1
496,AAP ... I n't see 1 3min candle row far .,-1
497,"AAP go red , amaze many time pattern repeat ...",-1
498,user u n't miss still go lower : ) MCP,-1
499,GDOT make new high high. MACD bullish cross + OBV trend upwards.Time fill gap .,1
500,Back full size position ZNGA,1
501,FCE trigger Tues gap Wed today IMO think - take profit,1
502,"Goodbye FAF , act weak , I 've never like anyway - NEXT",-1
503,likin MSFT neg dvrgnce+hammer today goin quadruple bottom. Still long w/ stop,-1
504,WFC If miss I add,1
505,BAC wait setup again. ooks like retest 10.66 sure .,-1
506,"MCP lot red flag , CEO abruptly fire without permanent replacement get attention ...",-1
507,AAP gon na bounce hard 516,1
508,GS look super strong .,1
509,wait see w/schools 2013 user : The JMBA airport location generally packed. Good news user,1
510,GS want high,1
511,"AAP watch CS , 's tell AAP imo !",1
512,BK - add long,1
513,user : long NFX 100 call .27 expire tomorrow .40 +48 % need greedy expire tomorrow,1
514,JNP - add long,1
515,CEE 5 min retest,1
516,AAP - trim 1/2 short exposure 516 level,-1
517,AAP low high low low intraday ... big near term support ?,-1
518,The cult Apple die - AAP,-1
519,ZION ... look base breakout ... could touch bottom triangle though,1
520,HPQ ocket since Noon !,1
521,HPQ ook Volume ! Very Nice ! 16.50 Calls Do !,1
522,"X - take long exposure 25.95 - 26 area - still bullish T look , stock rip - n - dip rhythm , want dry powder 2 trade",1
523,"user sweet money , I need another 1.8 % scale Sell Short CSN",-1
524,HPQ Man call option Cheap !,1
525,user : user SHOT YHOO TO 0 ! ! ! ! ! ONE DOWN 19 TO GO lololol,-1
526,"user I lose 15 % holding first open , recoup AAP FB. Buying",1
527,TE - new short board utility sector,-1
528,"user Tr8r_x nice face , check next HBAN Green Weekly Triangle ( Sell Short )",-1
529,"Green Weekly Triangle HBAN , ... .Sell Short 6.69",-1
530,"user yea , CSN one whole portfolio , scale , always fix cost end profit",-1
531,BAC Out 11.78 wait pullback.. one today.. ; - ),1
532,AAP move 525 pivot today bullish tomorrow .,1
533,AAP get attention. Showing strength. Might actually jump .,1
534,ES SPY SPX hold breakout ES future ?,-1
535,AAP Someone catch leak news 2:30 ? ? ?,1
536,WFM - get much lift rally - look like possible bear flag - add short,-1
537,"ed Weekly Triangle HEK , ... Net Profit 4,539.00 ( 10.84 % )",-1
538,V interest reversal today,-1
539,"BAC 100 % Cash -- > I never listen siren say Keep r Trade Overnight , Gapp Never ... I Promise ; - )",1
540,HPQ 17.50 much ask tomorrow ? ? ? : ),1
541,SDJPY No breakout close. isk rally equity trader front skis earnings. ES SPY SPX,-1
542,Market underperform day thanks DDD + SSYS positions. Staying long 3D printing. AAP keep green. More upside come .,1
543,"Green Weekly Triangle HEK , ... Sell Short 3.96",-1
544,"FS - Solar Market ise 22 Percent 2013 , Deutsche Bank Predicts",1
545,nice ! - user : Huge volume MS breakout today .,1
546,The price action say AAP go die earnings. It multiple chance break 500 n't .,1
547,BN BISH ! ! ! announce 15 % increase Holiday sale,1
548,CS nice move 50 200 DMA. Nice base structure daily/weekly pattern .,1
549,"OCZ -CES 2013 , Vegas , Nevada , January 8th 11th ( progress ) !",1
550,user : T user : user : GAME ON ! ? # readyscoregoals. This company get ... # CanadianGrown,1
551,n't tell everyone ... user : That 's nice look diverse list 52-week high : JNJ MMM GS OC F WAG DE,1
552,Alarm bell ring DDD investors. ed flag highlight detailed well researched article,-1
553,AAP Marketing Chief Phil Schiller resort cheap iPhone expand market share ETES,-1
554,"Squeeze squeeze slow grind high continue SPY 147.45 ES_F 1471 , WFC good deliver good tomorrow ...",1
555,HSA It always come Back ... ..,1
556,user HSA Good Day ?,1
557,YHOO Cramer kiss death thanks bro. Can I get BAC JDS Cramer nudge ? user kifmonster,-1
558,MGM hold long term resistance : user : MGM Caught ange user,-1
559,AON Continuation good volume,1
560,NFX Over 28.20 28.40,1
561,ZC Over 4.75 good volume,1
562,ES SPX SPY star 4hour,-1
563,A doji like candle close today F may signify possible retracement 100 % 61.8 % Fib levels. Watching closely bull run .,1
564,SWHC continue accumulate mar 9 call pull back 8.10,1
565,ISIS - continue volume go much high 13.22 14 easy - big green move,1
566,"user TSO Do n't fool one day move esp. large drop , trend stop say I 'm still good .",-1
567,SM - Decent base. ook poise break .,1
568,user : NFX -- I let wkly 100 CAS go VEY green ed. Not good. But hold,1
569,TSO user Attached show Fib old resistance stop upward move. Will stay .,-1
570,CGI ove truck co. buy pullback !,1
571,QCOM Best play Samsung ( Snapdragon ) anti AAP play. Best tech. play .,1
572,QCOM Another view w/ blue sky,1
573,Student Debt : A Trillion Dollar Bubble - SM NNI,-1
574,COF approach key resistance level 62.92 break could accelerate stock price,1
575,AON uptrend since July Thursday 's break suggest continuation upmove,1
576,GDOT W/ Bullish MACD cross along bullish SI action matter time take,1
577,"BAC fail break , uptrend continue",1
578,"user : With Financials ( XF ) already +4.6 % YTD , Wells Fargo WFC might deliver moon today # expectation",1
579,One small step send cable TV back 80s. Quality content exclusive NFX. Ca n't wait return AD .,1
580,ong setup SM,1
581,user : DDD 3D Systems Wins CNET Best CES Award CubeX 3D Printer,1
582,COMPQ SPX AAP FB BAC GD SV 5 Characteristics successful trader,1
583,"NKD SINA two breakout stock watch list today. Buy high , sell high !",1
584,msft take 26.29 gap fill jan 2012 ~26,-1
585,MS Morgan Stanley Hits Our 1st Bull Signal Target ( Called Dec 11 ),1
586,JCP Cash-flow distress That n't sound good ... BS downgrade sell,-1
587,Market Wrap Video + Additions Watch ist include : AEG DI IPX NG MY ONTY QIH ST XXIA,1
588,GOOG far good premarket. If average help could get 745 today .,1
589,HPQ think new Mutual Fund money go ? ? ?,1
590,X add little,1
591,DK move Darvas box - keep eye volume .,1
592,GF Open new position 35.52 - new uptrend starting,1
593,BAC It effect WFC ... SHOD half-hour ... I 'm moderately Bullish,-1
594,user : NG long setup,1
595,"Trend outsource ... workforce ... extremely strong , especially medical industry ... ASGN lot room grow. - Drogen",1
596,AAP climb 525ish take small step backward - wedge forming. Breakout imminent .,-1
597,I hate reduce DDD position today. Just get big portfolio. Still bullish .,1
598,AAP - take short exposure 2/3,-1
599,Would healthy desirable eventually put little handle/shakeout climb present 58.90 pivot STDY,1
600,"ed Weekly Triangle MH , ... Net Profit 4,895.75 ( 7.22 % )",-1
601,"time put GOOG warm lamp get heat , languish",1
602,"Green Weekly Triangle MH , ... .Sell Short 4.06",-1
603,"GOOG average trading , lag now. Actually near lows. Not want see. Strong support 736-737 .",-1
604,OC osing mkt share JDS T look *much* low prices. Will miss earnings !,-1
605,WFC I think go green point today,1
606,user 3DTradingtrader go 6.60 I sell DEPO,-1
607,"So much top action here. Shorting KEY 8.90 , Shorting CAT 95 stop 95.6. ike trade A OT .",-1
608,"MDSO - ong 27.51. Trailing Stop 37.00 7 prior Stops 31.30 , 30.17 , 29.41 , 27.86 , 27.51 , 25.15 22.79 -",1
609,talk low priuced stock flying- FCE buy Tuesday - 30 % gain way overbought,1
610,And go 520 level AAP .,-1
611,WPI - whoopie - 's stock nickname,-1
612,NFX develop HGE cup & handle pivot 120 ?,1
613,DNB Call volume spike ahead earnings,1
614,S anyone notice HGE volume today ? If thing push 6 today might runner next week .,1
615,"MCP crater , management tell u biz suck , sort red flag , people call bullish ? bottom ? delusionnal.. # youondrugs ?",-1
616,"user IV day today , take look APO , 20 green day row since Dec 13th ! Now , 's rip tear !",1
617,ST watch list lien bit volume 51 % full day average,1
618,"APO 20 green day row far , new high yet today .",1
619,Not look sustain upward momentum next Friday 's option expire. Too much interest hold down. AAP,1
620,BAC I hate analyst.. They Scrap beautiful day : (,1
621,The big setup early next week GNC. It probably run earnings market expect huge numbers. eports Feb 11 ( long ),1
622,BAC least ' resilient stock ...,1
623,CAT hold 95 level beautifully today. Cup & Handle September January. A good market BEAKS OT .,1
624,GD Trying break d/t line find support 200 sma. ikely need GD hold 158.5,1
625,F 9.8 possibility market close ... much power hood .,1
626,"Green Weekly Triangle KTOS , ..pdating",-1
627,DE Approaching next level Short back low - 61.8 % Fib old,-1
628,F evel II ease bit still allow possibility late day run .,1
629,AWK En Fuego part 2,1
630,user welcome TK club,1
631,GTAT healthy pullback low volume nice run heavy volume.Positive MACD divergence. ong,1
632,TAB user alexcampbello This street see hence low go,-1
633,sell 3/4 AN +0.27 ( +2.94 % ) - keep 1/4 position overnight,1
634,AAP - n't get pricing want add short close,-1
635,Market look strong. Think financials catapult SPX towards 1500 next week. GS BAC,1
636,AN breakout .,1
637,HT bearish,-1
638,"Green Weekly Triangle DN , ... .pdating",-1
639,Demand breast implant all-time high - good bad economy ? AGN old wallstrip,1
640,"... offhand , include growth : EN Y SPF MHO ITB AD TTM HTZ DOM WK EMN PO SCA WO FET BCEI FXI HDB EVE ...",1
641,Wk # 2 perf 13 Stocks '13 : DDD DNKN FT INVN KOS NKD MOV NTSP AX SCCO SCA SSYS V,1
642,NKD storm back week # 2 4.29 % gain dog week # 1 # 13for2013,1
643,cstr find support 26 ema. nder 50 sma tho look short 26 ema & add cloud break,-1
644,pnra miss one yest short side short 50 sma,-1
645,NKD follow FB lead. un 122-124 resistance ? user,1
646,"Although sound random , AA earnings ( like week ) SPX 0.62 % next mo .",-1
647,"O - short setup signal fire , like , 50sma reject weekly & monthly time frame look like weaken",-1
648,IMM didnt come XMAS BB10 take next XMAS - take share AAP - smart well time,1
649,user ShadowTrade1134 I think 's fair analogy - VHS beat Beta less expensive. AAP,-1
650,Bear flag ?,-1
651,PCN bull flag & pennant ?,1
652,"DNDN : nice vol expansion friday , may worth watch buck .",1
653,So I use Borders call showrooming ... hope work TGT ... nature retail changing,-1
654,AAP Trend emains Giving Another Sell Signal ...,-1
655,"user : SV super cheap stock , appear get ready . fill gap current price ! > Nice name 2",1
656,"user jmixer INO since Jan 7 green weekly I close long 0.67 , broker n't share borrow , ... .",-1
657,user jmixer I wait 0.57 re-charge weapon INO,-1
658,ddd nice st/pennant pattern here. ook breakout,1
659,IWD short 15 13.50,-1
660,AAP - Korea Hot Stocks-G Display fall talk Apple order cut -,-1
661,Sigh AAP continue keep QQQ down. I 'd love see AAP rebound negative news .,1
662,"AAP IMM : Apple reduce component order iPhone 5 weak demand , WSJ say - Party OVE !",-1
663,AAP love I 'm,-1
664,Song AAP bull,-1
665,"Today could day AAP break 500 rest market n't care , change ... # divorce QQQ SPY",1
666,AAP The thing ask ; today day buy Feb 480 put ...,-1
667,AAP - 25 % short cover - blow system would route NYSEACA 0700 EST offerd 499,-1
668,AAP - 1/2 short cover,-1
669,CS play lower,-1
670,well do short aapl friday ... ..gutsy. get news need .,1
671,AAP 500 great long term buy. Ignore noise .,1
672,Thank AMZN pricing Fire 199 Nov 2011. et 's phone 13 wireless service 14. Customers WIN !,1
673,JNP - act well - add back,1
674,"AAP - Bearish News Bottom , Or The Start New Downleg ?",-1
675,AMZN momentum. Its good buy AAP GOOG now. Close 270 might push 300 quickly .,1
